Department Abbreviation,Course Name,Course Number,Credits,Recommendations,Length,NCAA Approved,Elective,Grade,Fee,Description,Notes,Fine Arts Sub-Department,CTE Sub-Department
MATH,AP Calculus AB,38080,1,Successful Completion of Pre-Calculus or Honors Algebra II/Trigonometry,Year,Yes,No,"11, 12",," In AP Calculus AB, the student studies limits, differentiation, and definite and indefinite  integration of functions and relations. The student develops ideas from analysis throughout AP Calculus AB.  The course prepares the student for the AB level Advanced Placement Exam in Calculus and as a result  includes an extensive review of relevant topics.",This course carries a weighted grade.,,
MATH,AP Calculus BC,38085,1,Successful Completion of AP Calculus AB,Year,Yes,No,"11, 12",,"AP Calculus BC extends the concepts of limits, differentiation, and integration studied  in AP Calculus AB to include sequences, infinite series, and parametric, polar and vector valued functions.  More attention is given to techniques of integration using parts, trigonometric substitution, partial fractions,  and improper integrals. Optional topics include vector analysis, developed to study lines, planes and surfaces  in 3-dimensional space and/or advanced problem-solving techniques used in major mathematics contests.  The student develops ideas from analysis throughout AP Calculus BC. The course prepares the student for the  BC level Advanced Placement Exam in Calculus and as a result includes an extensive review of relevant topics. ",This course carries a weighted grade.,,
MCNL,French I,60010,1,N/A,Year,Yes,Yes,"9, 10, 11, 12",$5/YR,"Language acquisition is a developmental process. Over time learners develop the  ability to write and speak in a meaningful and appropriate manner. French I introduces students to the basic  skills- listening, speaking, reading, and writing – and to the basic structures of French taught within the  cultural context. Areas of study include expression, comprehension, cultures, language functions,  connections, and personal applications. Emphasis is placed on oral and written communication skills, as well  as cultural knowledge. ",,,
MCNL,French II,60011,1,Successful Completion of one full year of French I and current teacher approval.,Year,Yes,Yes,"10, 11, 12",$5/YR,"Language acquisition is a developmental process aimed at the ultimate goal of  communication. Over time the students develop the ability to write and speak in a meaningful and  appropriate manner. French II continues the focus on the basic language skills: listening, speaking, reading,  and writing as well as encourages deeper appreciation of the French culture and language. Areas of study  include expression, comprehension, language and culture, cultures, language functions, connections, and  personal applications. Emphasis is placed on applying oral, written, communication skills to personal,  academic, and cultural knowledge.",,,
MCNL,French III,60012,1,Successful Completion of one full year of French II and current teacher approval.,Year,Yes,Yes,"11, 12",$5/YR,"Language acquisition is a developmental process aimed at the ultimate goal of  communication. Over time the student develops the ability to write and speak in a meaningful and  appropriate manner. French III reinforces and intensifies language skills: listening, speaking, reading, and  writing as well as encourages deeper appreciation of the French culture and language. Areas of study include  expression, comprehension, language and culture, cultures, language functions, connections, and personal  applications. Emphasis is placed on applying oral and written communication skills to personal, academic, and cultural knowledge. ",,,
MCNL,AP French V,60014,1,Successful Completion of one full year of French III and current teacher approval.,Year,Yes,Yes,"11, 12",$5/YR,"Language acquisition is a developmental process aimed at the ultimate goal of communication. Over time the student develops the ability to write and speak in a meaningful and appropriate manner.  AP FrenchV reinforces and intensifies language skills: listening, speaking, reading, and writing as well as encourages deeper appreciation of the French culture, language, literary genres, and value to career opportunities. Areas of study include expression, comprehension, language and culture, cultures, language functions, connections, and personal applications. Emphasis is placed on applying oral and written communication skills to personal, academic, and cultural activities.","This course is comparable to a fifth semester college level course and is taught in the target language.  Although the Advanced Placement examination is not a course  requirement, students are encouraged to take the exam. This course carries a weighted grade. ",,
MCNL,Spanish I,61010,1,N/A,Year,Yes,Yes,"9, 10, 11, 12",$5/YR,"Language acquisition is a developmental process. Over time these learners attain the  ability to write and speak in a meaningful and appropriate manner. Spanish I introduces students to the basic  skills: listening, speaking, reading, and writing – and to the basic structures of Spanish taught within the  cultural context. Areas of study include expression, comprehension, language and culture, cultures, language  functions, connections, and personal applications. Emphasis is placed on oral, written, communication skills,  as well as cultural knowledge. ",,,
MCNL,Spanish II,61011,1,Successful Completion of one full year of Spanish I and current teacher approval.,Year,Yes,Yes,"10, 11, 12",$5/YR,"Language acquisition is a developmental process aimed at the ultimate goal of  communication. Over time the students develop the ability to write and speak in a meaningful and  appropriate manner. Spanish II continues the focus on the basic language skills: listening, speaking, reading,  and writing, as well as encourages deeper appreciation of the Spanish culture and language. Areas of study  include expression, comprehension, language and culture, cultures, language functions, connections, and  personal applications. Emphasis is placed on applying oral and written communication skills to personal,  academic, and cultural knowledge. ",,,
MCNL,Spanish III,61012,1,Successful Completion of one full year of Spanish II and current teacher approval.,Year,Yes,Yes,"11, 12",$5/YR,"Language acquisition is a developmental process aimed at the ultimate goal of  communication. Over time the student develops the ability to write and speak in a meaningful and  appropriate manner. Spanish III reinforces and intensifies language skills: listening, speaking, reading, and  writing, as well as encourages deeper appreciation of the Spanish culture and language. Areas of study  include expression, comprehension, language and culture, cultures, language functions, connections, and  personal applications. Emphasis is placed on applying oral and written communication skills to personal,  academic, and cultural knowledge. ",,,
MCNL,AP Spanish IV Language ,61026,1,Successful Completion of one full year of Spanish Language Arts II,Year,Yes,Yes,"11, 12",$5/YR,"Language acquisition is a developmental process aimed at the ultimate goal of  communication. Over time the student develops the ability to write and speak in a meaningful and  appropriate manner. AP Spanish Language V reinforces and intensifies language skills: listening, speaking,  reading, and writing, as well as encourages deeper appreciation of the Spanish culture, language, literary  genres, and value to career opportunities. Areas of study include expression, comprehension, language and  culture, cultures, language functions, connections, and personal applications. Emphasis is placed on applying  oral and written communication skills to personal, academic, and cultural knowledge. "," Although the Advanced Placement examination is not a course requirement, students are encouraged to take the exam.
",,
MCNL,AP Spanish V Literature,61025,1,Successful Completion of Spanish IV ,Year,Yes,Yes,"11, 12",$5/YR," Colleges and universities identify the AP Spanish V-Literature course as a third-year college introduction to Hispanic Literature. The course includes selected works from seven centuries of Hispanic Literature and exposes students to a wide range of genre that traces the history of the development of literature written in Spanish. Areas of study include expression, comprehension, language and culture, cultures, language functions, connections, and personal applications.","This course is taught in Spanish. The content of this course is the same as the standard New Mexico AP Spanish Literature V course. Course materials and instruction are presented in both languages. This course satisfies the graduation requirement that a student must earn one (1) career cluster, workplace readiness or language credit. Although the Advanced Placement-Literature examination is not a course requirement, students are encouraged to take the exam.",,
MCNL,Spanish for Heritage Speakers I,61030,1,,Year,Yes,Yes,"9, 10, 11, 12",$5/YR," Language acquisition is a developmental process. Over time these learners develop the  ability to write and speak in a meaningful and appropriate manner. Spanish for Bilinguals I expands and  enriches the students’ skills of listening, speaking, reading, and writing in Spanish. Areas of study include, but  are not limited to expression, comprehension, language and culture, cultures, language functions,  connections, and personal applications. Emphasis is placed on oral and written skills performed in Spanish. ",,,
MCNL,Spanish for Heritage Speakers II,61031,1,Spanish for Heritage Speakers I,Year,Yes,Yes,"10, 11, 12",$5/YR," Language acquisition is a developmental process. Over time these learners develop the  ability to write and speak in a meaningful and appropriate manner. Spanish for Bilinguals I expands and  enriches the students’ skills of listening, speaking, reading, and writing in Spanish. Areas of study include, but  are not limited to expression, comprehension, language and culture, cultures, language functions,  connections, and personal applications. Emphasis is placed on oral and written skills performed in Spanish. ",,,
MCNL,Spanish Language Arts I,61027,1,Counselor or teacher recommendation required.,Year,Yes,Yes,"9, 10, 11, 12",$5/YR,"The Spanish Language Arts course is designed for students who possess literacy skills in Spanish. Competencies to be acquired are communication, cultures, connections, comparisons, and communities with emphasis on speaking, writing, listening, reading, language functions, and personal applications.
",,,
MCNL,Spanish Language Arts I,61028,1,Counselor or teacher recommendation required.,Year,Yes,Yes,"9, 10, 11, 13",$5/YR,"Spanish Language Arts II is designed for students to enhance their literacy skills in Spanish. Areas of increased competency are communication, cultures, connections, comparisons, and communities with emphasis on speaking, writing, listening, reading, language functions, and personal applications.
",,,
PE,Sports Medicine I,90700,1,N/A,Year,No,Yes,"9, 10, 11, 12",$25/YR,"Sports Medicine I is recommended for the student who is considering a career in the health or medicine related field. The student examines anatomical and physiological systems of the human body and how they relate to physical activity. Special attention is given to the following topics: skeletal, muscular, respiratory, and nervous systems; the prevention, cause/effect, treatment, and reconditioning of athletic injuries; emergency care and first aid; and athletic training. Literacy strategies are integrated throughout the curriculum. 
",This course may require outside observation hours at athletic events or practices.,,
PE,Sports Medicine II,90701,1,Sports Medicine I,Year,No,Yes,"10, 11, 12",$25/YR,"Sports Medicine II builds on Sports Medicine I and is recommended for the student who is serious about health or medical related careers. The student acquires knowledge of sport-related injury recognition and prevention; emergency care and first aid; and rehabilitation. Special emphasis is placed on musculoskeletal, cardio-respiratory, and neuromuscular body systems as well as evaluation techniques and disposition of athletic injuries. Literacy strategies are integrated throughout the curriculum. ",The student is encouraged to acquire CPR and First Aid certification. This course may require outside observation hours at athletic events or practices.,,
PE,Team & Individual Sports I,90160,1,,Year,No,Yes,"10, 11, 12",$15.00 + fees for field trips & transportation,"Team and Individual Sports I emphasizes learning and improving techniques, skills, and strategies in team and individual sports, and prepares the student to aid with teaching and coaching sports to young children. The student is introduced to at least six of the following sports or activities, but not limited to: badminton, European handball, flag football, soccer, basketball, tennis, lacrosse, ultimate Frisbee, racquetball, and softball. Literacy strategies are integrated throughout the course.","The student is required to have a suitable change of clothing and shoes (shorts or sweatpants, T-shirt or sweatshirt, socks, and athletic shoes).",,
PE,Team & Individual Sports II,90161,1,Successful Completion of Team and Individual Sports I and/or Instructor’s Approval,Year,No,Yes,"11, 12",$15.00 + fees for field trips & transportation,"Team and Individual Sports II emphasizes continued learning and improving of techniques, skills, and strategies in tea and individual sports, and continues to prepare the student to aide with teaching and coaching sports to young children. The student is exposed to a more in-depth strategy phase of at least six of the following sports or activities, but are not limited to: badminton, European handball, flag football, soccer, basketball, tennis, lacrosse, ultimate Frisbee, racquetball, and softball. Literacy strategies are integrated throughout the course. ","The student is required to have a suitable change of clothing and shoes (shorts or sweatpants, T-shirt or sweatshirt, socks, and athletic shoes).",,
PE,Team & Individual Sports III,90162,1,Successful Completion of Team and Individual Sports II and/or Instructor’s Approval,Year,No,Yes,12,$15.00 + fees for field trips & transportation,"In Team and Individual Sports III the student develops, clarifies and applies his/her philosophy of the techniques, skills, and strategies of the course, and continues to prepare in the aiding, teaching, and coaching of sports to young children. The student, while employing leadership skills and techniques, develops, and refines a more in-depth strategy phase of at least six of the following sports or activities, but not limited to: badminton, European handball, flag football, soccer, basketball, tennis, lacrosse, ultimate Frisbee, racquetball, and softball. Literacy strategies are integrated throughout the course.","The student is required to have a suitable change of clothing and shoes (shorts or sweatpants, T-shirt or sweatshirt, socks, and athletic shoes).",,
PE,Weight-Training I,90421,1,,Year,No,Yes,"10, 11, 12",$15/YR,"Weight Training I is a basic weight training course. The student investigates strength training principles, routines, fundamental techniques, and methods of lifting for the development of major muscle groups, and nutrition and diet information for health and fitness. Safety techniques and proper spotting are emphasized. Literacy strategies are integrated throughout the course.","The student is required to have a suitable change of clothing and shoes.
",,
PE,Weight-Training II,90422,1,Successful Completion of Foundations of Physical Education and Weight Training I,Year,No,Yes,"11, 12",$15/YR,"Weight Training II is an advanced weight-training course. The student investigates physical fitness, health maintenance, powerlifting, and Olympic-style lifting techniques and methods and implements safety techniques and proper spotting in all activities and practices. Emphasis is placed on steroid and other supplement use and abuse. Literacy strategies are integrated throughout the course.
",The student is required to have a suitable change of clothing and shoes.,,
PE,Weight-Training III,90423,1,Successful Completion of Weight Training II,Year,No,Yes,12,$15/YR,"Weight Training III is designed for the student who is earnest about strength development. The student continues to investigate physical fitness, health maintenance, powerlifting, and Olympic-style lifting techniques and methods and implements safety techniques and proper spotting in all activities and practices. Emphasis is placed on steroid and other supplement use and abuse. In addition, the student develops an individualized weight-lifting program and demonstrates and participates in fitness testing techniques. Literacy strategies are integrated throughout the course. ",The student is required to have a suitable change of clothing and shoes.,,
PE,Yoga/Pilates I,90450,1,,Year,No,Yes,"10, 11, 12",$15/YR,"This course combines movements from yoga and Pilates. The focus of this class is on motor learning strategies, body awareness, stress reduction, breath work, balance, and functional movement. The student gains muscular strength, endurance, and flexibility. Areas of study include, but are not limited to, movement forms, movement concepts and principles, physically active lifestyle, physical fitness, personal and social behaviors, cultural awareness, and personal enjoyment. Reading, writing, speaking, and research strategies are integrated throughout the course.
",The student may be required to provide his/her own individual mat and proper athletic gear.  Some schools may require a physical education uniform.  The student is required to have a suitable change of clothing and shoes.,,
PE,Yoga/Pilates II,90451,1,Yoga I,Year,No,Yes,"11, 12",$15/YR,"Yoga/Pilates II builds on the skills acquired in Yoga/Pilate I. The goal is achievement of healthy behaviors that endure throughout life. The student works at a pace that fits in with his/her established personal goals. The focus of this class is on motor learning strategies, body awareness, stress reduction, breath work, balance, and functional movement. The student gains muscular strength, endurance, and flexibility. Areas of study include, but are not limited to, movement forms, movement concepts and principles, physically active lifestyle, physical fitness, personal and social behaviors, cultural awareness, career options, and personal enjoyment. Reading, writing, speaking, and research strategies are integrated throughout the course.",The student may be required to provide his/her own individual mat and proper athletic gear.  Some schools may require a physical education uniform.  The student is required to have a suitable change of clothing and shoes.,,
PE,Interscholastic Athletics II,See coach for sport specific course numbers,1,Successful Completion of Foundation of Physical Education,Year,No,Yes,10,," Interscholastic Athletics II is designed for the student athlete who participates in a school-sponsored team sport or activity. The student acquires the fundamental concepts and develops an improved performance level of skill related to a specific sport or activity. He/She demonstrates the knowledge of the rules, injury prevention through safety measures, and the development of consistent levels of performance through personal physical fitness. The student examines leadership roles for team motivation and success.","Enrollment in this course is limited to the student athlete who is eligible to participate in a school-sponsored athletic program. The student is required to participate in the competition. The student may be expected to purchase personal equipment or supplies. A physical exam and a signed contract agreeing to comply with all requirements of the District and the New Mexico Activities Association for participation in the sport or activity are required the first day of class.
",,
PE,Interscholastic Athletics III,See coach for sport specific course numbers,1,Successful Completion of Interscholastic Athletics II,Year,No,Yes,11,,"Interscholastic Athletics III is designed for the student athlete who participates in a school-sponsored team sport or activity. The student demonstrates an advanced level of performance skills and knowledge of concepts related to a specific activity. The student exhibits his/her personal application of the complexity and integration of the rules, strategies, and techniques necessary for successful team performance and personal physical fitness. The student exemplifies leadership responsibility for team motivation and success. ",Enrollment in this course is limited to the student athlete who is eligible to participate in a school-sponsored athletic program. The student is required to participate in the competition. The student may be expected to purchase personal equipment or supplies. A physical exam and a signed contract agreeing to comply with all requirements of the District and the New Mexico Activities Association for participation in the sport or activity are required the first day of class.,,
PE,Interscholastic Athletics IV,See coach for sport specific course numbers,1,Successful Completion of Interscholastic Athletics III,Year,No,Yes,12,,"Interscholastic Athletics IV is designed for the student athlete who participates in a school-sponsored team sport or activity. The student demonstrates a mastery level of performance skills and knowledge of concepts related to a specific activity. The student exhibits his/her personal application of the complexity and integration of the rules, strategies, and techniques necessary for successful team performance and personal physical fitness by demonstrating leadership within the team through effective communication, ability to motivate team members, and effective delegation of responsibility. ",Enrollment in this course is limited to the student athlete who is eligible to participate in a school-sponsored athletic program. The student is required to participate in the competition. The student may be expected to purchase personal equipment or supplies. A physical exam and a signed contract agreeing to comply with all requirements of the District and the New Mexico Activities Association for participation in the sport or activity are required the first day of class.,,
SCI,AP Physics I,43171,1,N/A,Year,Yes,No,"11, 12",,"AP Physics I is an algebra-based, introductory college-level physics course that explores topics such as Newtonian mechanics (including rotational motion); work, energy, and power;  mechanical waves and sound; and introductory, simple circuits. Through inquiry-based learning, students  will develop scientific critical thinking and reasoning skills. 25% of the instructional time will be spent in the  hands-on laboratory work, with an emphasis on inquiry-based investigations that provide students with  opportunities to apply the science practices. No prior course work in physics is necessary.
","The students earn a weighted grade for this course. For students interested in careers in engineering or science, the recommended course of study is AP Physics I in junior year. Completion of Algebra I and Geometry with a B or higher is strongly recommended.

Consult PSAT Scores based on the AP Potential key accessible through PSAT/NMSQT",,
SCI,Anatomy and Physiology Bilingual,44115,1,Biology I and Chemistry I are highly recommended,Year,Yes,Yes,"11, 12,",$30/YR,"Anatomy and Physiology is a survey course of study directed through the anatomical  and physiological systems of humans. This laboratory course* is designed for the student interested in health  occupations and in how the body works. The student explores the structure and function of systems and how each contributes to the complete homeostasis of the body, including integumentary, skeletal, muscular,  nervous, circulatory, digestive, renal, respiratory, and reproductive. The student also participates in the  examination of cells, histology, and basic chemistry as it applies to the study of physiology. Dissection is  required for the anatomy portion of the course. *Lab Courses: a minimum of 250 minutes per week of  directed class activity for 36 weeks, 40% of which must be lab oriented, for a total of 150 clock hours (90 hours of class plus 60 hours of lab) shall be required for one (1) unit of credit, excluding passing period. [APS Procedural Directives, Section I – Instruction, Basis for offering credit]. 
",,,
SCI,Astronomy I,43131,1,Successful Completion of Algebra I or Concurrent Enrollment in Algebra I,Year,Yes,Yes,"10, 11",,"This laboratory course* is designed to teach the student to develop a clear understanding of the universe, Milky Way, stars, solar system, and the Earth’s position in these. The student studies the formation of the solar system, workings of the sun, comparison of planets, orientation and placement of the Earth in the Milky Way galaxy, formation of galaxies, theories about cosmology, the Big Bang, and the possibility of life in the universe.",,,
SCI,AP Biology,44131,1,Completion of Biology and Chemistry with a C or better is strongly recommended,Year,Yes,Yes,"11, 12",$30/YR,"This laboratory course* is designed to be the equivalent of a college introductory biology course taken by biology majors. It is an intense course of study stressing strong study skills, critical thinking skills, and time management skills. Topics of study include molecules, cells, heredity, evolution, organisms, populations, and ecology. Laboratory work is strongly emphasized, including DNA biotechnology, biochemistry, and population dynamics. At the completion of this course, the student is strongly encouraged to take the AP exam. The student who demonstrates sufficient qualification on this exam may receive college level credit and advance to upper level course work in biology at the college level. The student is expected to complete some course assignments outside the school year (i.e., summer).","The College Board states that ""The AP Biology course is designed to be taken by students after the successful completion of a first course in high school biology and one in high school chemistry as well."" Please see apcentral.collegeboard.com",,
SCI,AP Chemistry,44132,1, Successful Completion of Chemistry I and Algebra II is recommended,Year,Yes,Yes,"11, 12",$30/YR,"This laboratory course is designed to be the equivalent of the general chemistry course usually taken during the first college year. The student attains a depth of understanding of fundamentals and a reasonable competence in dealing with chemical problems. The student acquires the abilities to think clearly and to express his/her ideas orally and in writing, with clarity and logic. The student examines the structure of matter, kinetic theory of gases, chemical equilibria, chemical kinetics, and the basic concepts of thermodynamics. Laboratory work is strongly emphasized. At the completion of this course, the student is strongly encouraged to take the AP exam. The student who demonstrates sufficient qualifications on this exam may receive college level credit and advance to upper level coursework in chemistry at the college level. Students earn a weighted grade for this course.","AP Chemistry is a Chemistry 2 course, and is designed to be taken by students after the successful completion of a first course in high school chemistr",,
SPED,Contemporary Issues I,063GC,1,Identification as Gifted,Semester,No,Yes,9,,"The Gifted Contemporary Issues I class is a Social Studies elective course designed to provide the student with an up-to-date view of the world around him/her. Emphasis is placed on an analysis of real-world issues, which have a direct impact on students’ lives. The student focuses on improving geographic knowledge, reading, writing, and vocabulary skills as a means for understanding important issues and communicating facts, his/her ideas, and opinions to others. The curriculum framework contained in this document identifies learner outcomes, suggested classroom illustrations, and suggested valuation/assessment activities",,,
SPED,Contemporary Issues II,063GD,1,Identification as Gifted,Year,No,Yes,"10, 11, 12",,"The Contemporary Issues II class is a gifted elective course designed to provide the  student with an up-to-date view of the world around them. Emphasis is placed on an analysis of real-world  issues, which have a direct impact on students’ lives. In Contemporary Issues II the expectation is that the  student has experience with the Problem-Solving Model and is able to choose topics that are more global,  complex, or controversial. The student focuses on improving geographic knowledge, reading, writing, and  vocabulary skills as a means for understanding important issues and communicating facts, his/her ideas, and  opinions to others. The curriculum framework contained in this document identifies learner outcomes,  suggested classroom illustrations, and suggested valuation/assessment activities. The student must  currently be receiving gifted services through an Individualized Education Plan (IEP).",,,
SPED,Great Books I,063GB,1,Identification as Gifted,Year,Yes,Yes,"9, 10, 11, 12",,"Great Books I is an elective course in which the student examines a variety of literature  and text considered to be relevant within the history of human thought. The student studies and considers a broad spectrum of themes and perspectives across a variety of traditional texts while making connections  between themselves, his/her peers, and society. Although there may be a wide variety of supplemental and  anticipatory activities. Great Books I combines Great Books materials and the Shared Inquiry Method. The  Great Books curriculum develops thinking and language together through interactive learning; develops oral  language and literacy through appropriately challenging learning, draws on literature from many genres, time  periods, and cultures; emphasizes writing as an essential way to develop, clarify, and communicate ideas in  persuasive, expository, literary, and expressive discourse; provides for literacy in all forms of media, embeds  skills instruction in meaningful learning; teaches the strategies necessary for acquiring academic knowledge  and attaining independence in learning; builds on the language, experiences, strategies, and interest that the  student brings to school; and develops student’s distinctive writing or speaking voice.",,,
SPED,Great Books II,063G2,1,Identification as Gifted,Year,Yes,Yes,"10, 11, 12",,"Great Books II is an elective course in which the student builds on literary analysis and  discussion skills from Great Books I in order to examine a wide variety of literature and relevant texts. The  student is expected to develop skills for an increasing leadership role during discussion and text selection as  well as to begin to examine sustained themes across increasingly more complicated texts. The student is also  encouraged to expand the definition of relevant text across cultures and nontraditional formats. The student  studies and considers a broad spectrum of themes and perspectives across a variety of traditional texts while  making connections between themselves, his/her peers, and society. Although there may be a wide variety of  supplemental and anticipatory activities, Great Books II combines Great Books materials and the Shared  Inquiry Method. The Great Books curriculum develops thinking and language together through interactive  learning; develops oral language and literacy through appropriately challenging learning; draws on literature  from many genres, time periods, and cultures; emphasizes writing as an essential way to develop, clarify, and  communicate ideas in persuasive, expository, literary, and expressive discourse; provides for literacy in all  forms of media, embeds skills instruction in meaningful learning; teaches the strategies necessary for  acquiring academic knowledge and attaining independence in learning; builds on the language, experiences,  strategies, and interest that the student brings to school; and develops student’s distinctive writing or  speaking voice.",,,
SPED,Guided Study I,063GH,1,Identification as Gifted,Year,No,Yes,"11, 12",,"Guided Study is a course designed to provide gifted students with the opportunity to  research and explore in depth various topics of interest to them. Students meet during a regular class period  each day under the supervision of the teacher who assists them with individual goal setting, project design  and planning, time management, research and implementation of the final presentation. The course is  designed to encourage student’s enhancement of research skills, advanced knowledge, organization,  creativity, critical thinking, and communication skills. Students are responsible for purchasing their own  supplies for the independent study projects.",,,
SPED,Guided Study II,063GI,1,Identification as Gifted,Year,No,Yes,"11, 12",,"Guided Study is a course designed to provide gifted students with the opportunity to  research and explore in depth various topics of interest to them. Students meet during a regular class period  each day under the supervision of the teacher who assists them with individual goal setting, project design  and planning, time management, research and implementation of the final presentation. The course is  designed to encourage student’s enhancement of research skills, advanced knowledge, organization,  creativity, critical thinking, and communication skills. Students are responsible for purchasing their own  supplies for the independent study projects.",,,
SPED,Guided Mentorship: Academic Career Experience (ACE) I,0631G,1,Identification as Gifted,Year,No,Yes,"10, 11, 12",,"Through work experiences as supported by the portfolio, the student explores personal  and career interests, aptitudes, and abilities. Personal management of time, health, and finances are also  included. The necessary components of a productive and successful career are examined: technical  knowledge, responsible and ethical behavior, and goal setting. Literacy strategies are integrated throughout  the course. ","The student must currently be receiving gifted services through an  Individualized Education Plan (IEP). This course satisfies the graduation requirement that a student  must earn one (1) career cluster, workplace readiness or language credit. Standards and skills are  acquired through course and/or work experiences and demonstrated in a cumulative ACE portfolio.  Minimum requirements are documentation of time sheets, evaluation, work site agreement, and proof of  APS insurance where applicable. Students are required to provide their own transportation to and from  the work experiences.",,
SPED,Guided Mentorship: Academic Career Experience (ACE) II,0634G,1,Identification as Gifted,Year,No,Yes,"11, 12",,"Through work experiences as supported by the portfolio, the student explores personal  and career interests, aptitudes, and abilities. Personal management of time, health, and finances are also  included. The necessary components of a productive and successful career are examined: technical  knowledge, responsible and ethical behavior, and goal setting. Literacy strategies are integrated throughout  the course. ","The student must currently be receiving gifted services through an  Individualized Education Plan (IEP). This course satisfies the graduation requirement that a student  must earn one (1) career cluster, workplace readiness or language credit. Standards and skills are  acquired through course and/or work experiences and demonstrated in a cumulative ACE portfolio.  Minimum requirements are documentation of time sheets, evaluation, work site agreement, and proof of  APS insurance where applicable. Students are required to provide their own transportation to and from  the work experiences.",,
SS,Reel History,16025,1,N/A,Year,No,Yes,"10, 11",,Reel History is a comparative study between film and United States history. Exploration of fact and fiction is made through the use of various film genres in an attempt to understand popular culture and its role in the history of the United States. The student discovers how truths and misconceptions have impacted popular culture. Critical thinking skills are used in identification and evaluation of course material.,,,
SS,Ethnic Studies:  Mexican American Studies,51507,1,N/A,Year,No,Yes,"11, 12",," This course explores the social, political, historical, and cultural experiences of ethnicities, genders, classes and/or ability groups. As it impacts self-identity, the student will engage in self-discovery while gaining an understanding of the multi- faceted world around them. Mexican-American Studies is a one-year course in which the student learns about the history and culture of the Hispanic people of the Southwest. Emphasis is on the social, political and historical factors that have shaped the culture.
",Dual Credit Optional,,
SS,AP African American Studies,51251,1,N/A,Year,No,Yes,"9,10,11,12",,"AP African American Studies is an interdisciplinary course that examines the diversity of African American experiences through direct encounters with authentic and varied sources. The course focuses on four thematic units that move across the instructional year chronologically, providing students opportunities to examine key topics that extend from the medieval kingdoms of West Africa to the ongoing challenges and achievements of the contemporary moment. Given the interdisciplinary character of African American studies, students in the course will develop skills across multiple fields, with an emphasis on developing historical, literary, visual, and data analysis skills.","There are no prerequisites for AP African American Studies. Students should be able to read college-level texts and write grammatically correct, complete sentences.",,
SS,Native America Studies I,51504,0.5,N/A,Semester,No,Yes,"9,10,11,12",,"This course offers both Government and Economics credit and meets the APS graduation requirement and state content standards. The course teaches Government and Economics through a Native American perspective. Government (Fall Semester w/Native Studies I) is a required course that provides the student with a framework for understanding the purposes, principles, and practices of American and Native American (Tribal) government as established by the United States Constitution.",,,
SS,Native America Studies II,51505,0.5,N/A,Semester,No,Yes,"9,10,11,12",,"This course offers both Government and Economics credit and meets the APS graduation requirement and state content standards. The course teaches Government and Economics through a Native American perspective. Government (Fall Semester w/Native Studies I) is a required course that provides the student with a framework for understanding the purposes, principles, and practices of American and Native American (Tribal) government as established by the United States Constitution.",,,
SS,Psychology,53040,1,N/A,Year,Yes,Yes,"10, 11, 12",,"Psychology is the scientific study of the behavior of individuals and their mental processes. This  course attempts to make a meaningful understanding of psychology in the student’s individual life. Areas of study  include, but are not limited to, approaches and methods; brain, body, and behavior; personality and human growth;  consciousness and altered states; and psychological disorders and treatment. Literacy (e.g., reading, writing, speaking)  strategies are integrated throughout the curriculum.","Sensitive topics may be viewed and discussed in this course. Graduation Requirement Met: Social Studies 4, Elective",,
SS,AP Psychology,53041,1,N/A,Year,Yes,Yes,"10, 11",,"The AP Psychology course introduces the student to the systematic and scientific study of the behavior and mental processes of human beings and other animals. The student is exposed to the psychological facts, principles, and phenomena associated with each of the major fields within psychology (e.g., biological bases of behavior, sensation and perception, learning, cognition, motivation and emotion, states of consciousness, developmental psychology, personality, experimental and correlational design, abnormal psychology, treatment of psychological disorders, ethical use of data).","The aim of AP Psychology is to provide the student with a learning experience similar to that obtained in most college introductory psychology courses with the intent of every student taking the AP Psychology exam administered by the College Board at the end of the school year. Graduation Requirement Met: Social Studies 4, Elective
",,
SS,Law,16020,,N/A,Year,Yes,Yes,"9, 10, 11, 12",,"In Law the student studies the American legal system and its application in daily life. Major areas of study are basic law concepts, criminal law, civil law, constitutional law/individual rights, law in daily life, and juvenile law. The course deals with contemporary law-related public issues and provides the student with the ability to identify, analyze, and evaluate ways to resolve legal disputes. The student is provided the opportunity to gain knowledge of the legal system and everyday legal problems.",,,
SS,Mock Trial,16021,1,Law,Year,No,Yes,"9, 10, 11, 12",,"Mock Trial I focuses on the fundamentals of the American legal system using the materials provided  by the Center for Civic Values and members of the New Mexico Bar Association. The student examines criminal and civil  law as it applies to a courtroom and daily life. The student investigates the fundamentals of communication, human  relations, group dynamics, and self-awareness skills necessary for being involved in a series of mock trial scrimmages and competitions.","This course satisfies the graduation requirement that a student must earn one (1) career cluster, workplace readiness or language credit. The student is expected to attend all scrimmages, regional, state, and national competitions if the team is competing.",,
SS,Introduction to Philosophy,DUAL,2,,,,,"10, 11",,"By registering for “Introduction to Philosophy,” you are actually registering for two separate CNM courses. You will receive high school credit, but you will also receive college credit for the two courses. Below you will find the course descriptions for the CNM courses, HUMN1110 and PHIL1115.",Students must take and pass the Accuplacer and register at CNM in the Fall.,,
